source_id,case_id,source_type,title,publisher_or_custodian,url,identifier,version_or_date,accessed_utc,retrieval_conditions,raw_path,file_size_bytes,sha256,license_or_terms,completeness,notes
SEL-PD02-QWERTY,PD02,bibliographic_metadata,Crossref metadata: Why Alphabetic Keyboards Are Not Easy to Use,Crossref,https://api.crossref.org/works/10.1177%2F001872088202400502,10.1177/001872088202400502,1982 article; API response accessed 2026-09-24,2026-09-24T09:49:46Z,Crossref REST API exact DOI lookup,data/raw/case_selection/PD02_qwerty_crossref_2026-09-24.json,5561,ab6a0192759c54cfaea3a93228ac0eef919f3c4b01b153a9916caeca8533dc88,Crossref metadata API terms,complete_requested_resource,Negative-control evidence; reports small modeled layout differences and switching concerns; existing_snapshot_not_overwritten
SEL-NC01-ISO668,NC01,standards_body_metadata,"ISO 668:2020 Series 1 freight containers — Classification, dimensions and ratings",International Organization for Standardization,https://www.iso.org/standard/76912.html,ISO 668:2020,"Edition 7, 2020-01; page accessed 2026-09-24",2026-09-24T09:49:46Z,Rendered in the existing Chrome session because direct HTTP returned a Cloudflare challenge,data/raw/case_selection/NC01_iso_668_2020_page_2026-09-24.txt,2501,1113d2ed8a761f859284ae3a6e81968b1a8d076d5b06192129abafee3b6c832e,ISO page metadata only; standard text not redistributed,complete_requested_resource,Negative-control evidence; public bibliographic page captured without copyrighted standard text; existing_snapshot_not_overwritten
SEL-NC03-ISO216,NC03,standards_body_metadata,ISO 216:2007 Writing paper and certain classes of printed matter — Trimmed sizes,International Organization for Standardization,https://www.iso.org/standard/36631.html,ISO 216:2007,"Edition 2, 2007-09; confirmed current 2021; page accessed 2026-09-24",2026-09-24T09:49:46Z,Rendered in the existing Chrome session because direct HTTP returned a Cloudflare challenge,data/raw/case_selection/NC03_iso_216_2007_page_2026-09-24.txt,2040,0fa0831048c2e2ce404004b0b6a0775e625316640d112e5eb320f3851b427dfc,ISO page metadata only; standard text not redistributed,complete_requested_resource,Mathematical null control for repeated-halving aspect-ratio invariance; existing_snapshot_not_overwritten
SEL-BE03-UCI-PAPER,BE03,bibliographic_metadata,Crossref metadata: Accurate occupancy detection of an office room,Crossref,https://api.crossref.org/works/10.1016%2Fj.enbuild.2015.11.071,10.1016/j.enbuild.2015.11.071,2016 article; API response accessed 2026-09-24,2026-09-24T09:53:49Z,Crossref REST API exact DOI lookup,data/raw/case_selection/BE03_occupancy_paper_crossref_2026-09-24.json,13456,b1f62383e89cf14993c2457fc4ed2c09faf1c5161b040982ddecd16b6cb190d9,Crossref metadata API terms,complete_requested_resource,Exact metadata for the paper associated with the UCI dataset; downloaded
SEL-BE03-DOE-SCHEDULES,BE03,government_model_assumptions,DOE Commercial Building Energy Asset Score assumptions,United States Department of Energy,https://buildingenergyscore.energy.gov/resources/download?key=documents%2Fenergy_asset_score_assumptions.pdf,Energy Asset Score assumptions document,file last modified 2023-09-07,2026-09-24T09:53:49Z,Public HTTP download,data/raw/case_selection/BE03_doe_asset_score_schedules_2023.pdf,484630,ffcd5b637bb8b7a787bdbf3bc19362abbb0805be5c4547b90e1c93b8574d9fa5,United States government publication,complete_requested_resource,Formal office occupancy and lighting schedule assumptions; downloaded
SEL-WK07-NASA-PBM,WK07,method_documentation,Developing Deep Learning Models for System Prognostics,NASA Technical Reports Server,https://ntrs.nasa.gov/api/citations/20220009583/downloads/Darrah_PHM_2022.pdf,NASA NTRS 20220009583,2022,2026-09-24T09:53:49Z,Public HTTP download,data/raw/case_selection/WK07_nasa_prognostics_maintenance_2022.pdf,476266,ab4da4fcc6bb0a543644f6e1c29acbb7777ebac941aa9266e0af70dcab4a2998,NASA technical report terms,complete_requested_resource,Defines condition-based and prognostics-based maintenance relative to time-based practice; downloaded
SEL-UI09-SENSOR-REVIEW,UI09,bibliographic_metadata,Crossref metadata: Soil water sensors for irrigation scheduling in the United States,Crossref,https://api.crossref.org/works/10.1016%2Fj.agwat.2023.108148,10.1016/j.agwat.2023.108148,2023 article; API response accessed 2026-09-24,2026-09-24T09:53:49Z,Crossref REST API exact DOI lookup,data/raw/case_selection/UI09_soil_sensor_review_crossref_2026-09-24.json,11899,e618a518064e6a8bb801f42eb6ffcf79fb057508c61068a1b9ff57c93ad57cf1,Crossref metadata API terms,complete_requested_resource,Exact systematic-review metadata for sensor-based irrigation scheduling; downloaded
AN-NC03-ISO216-SAMPLE,NC03,standard_sample,ISO 216:2007 sample pages including the halving and similarity principles,iTeh Standards sample mirror,https://cdn.standards.iteh.ai/samples/36631/c0883203ea25445c9992bb09343620c5/ISO-216-2007.pdf,ISO 216:2007 sample 36631,2007 standard sample; accessed 2026-09-24,2026-09-24T10:02:05Z,Public HTTP download of sample pages,data/raw/analysis/NC03_iso_216_2007_sample_2026-09-24.pdf,291874,edf66d45765b25372716eedf027d33f8b36d3f298452043a7404bda61b98b872,Copyrighted standard sample retained locally for verification; do not redistribute,complete_public_sample,Supports the analytic null-control objective; raw file excluded from Git; downloaded
OPENALEX-PA009,,bibliographic_metadata,OpenAlex author metadata: Path Dependence Lock-In and History,OpenAlex,https://api.openalex.org/works/https://doi.org/10.1093/oxfordjournals.jleo.a036867,10.1093/oxfordjournals.jleo.a036867,API response 2026-09-24,2026-09-24T10:19:00Z,OpenAlex REST API exact DOI lookup,data/raw/prior_art/doi/PA009_10-1093-oxfordjournals-jleo-a036867_openalex_2026-09-24.json,9619,d1c5ec921d0931721a16078b5584e755b94edf3cccd16f47730f79451ae9703a,OpenAlex data are CC0,complete_author_metadata,Author metadata supplement because the exact Crossref record omitted authors
AN-REPRO-ARCHIVE-V1,,reproducibility_archive,Legacy Standard Audit analysis input snapshots v1,bougtoir/legacy-standard-audit,https://github.com/bougtoir/legacy-standard-audit/releases/download/analysis-inputs-v1/legacy_standard_audit_analysis_inputs_v1.zip,GitHub release analysis-inputs-v1,2026-09-24,2026-09-24T10:38:48Z,Public immutable GitHub release asset,data/raw/analysis/legacy_standard_audit_analysis_inputs_v1.zip,51152602,f448854e6117b93c495e71b1ba5ec45c557a4d11b2d1a5c590300bc3f2fe7f3a,"Bundle contains only redistributable UCI, NASA, OPSD, and NYC inputs; source-specific terms remain applicable",complete_public_sample,Stable archive for exact fresh-clone reconstruction of the five numerical input snapshots; downloaded
